Movie Title,Year of Realease,Genre,Movie Rating,Duration,Gross,Worldwide LT Gross,Metascore,Votes,Logline
Taken 2,2012,"Action,Crime,Thriller",6.2,92,$139.85M,"$376,152,455",45,"307,350","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
G.I. Joe: Retaliation,2013,"Action,Adventure,Sci-Fi",5.7,110,$122.52M,"$375,740,705",41,"181,977",The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.
Mad Max: Fury Road,2015,"Action,Adventure,Sci-Fi",8.1,120,$154.06M,"$375,709,470",90,"993,196","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max."
Spider-Man: Into the Spider-Verse,2018,"Animation,Action,Adventure",8.4,117,$190.24M,"$375,540,831",87,"518,339","Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."
Shark Tale,2004,"Animation,Adventure,Comedy",6.0,90,$160.86M,"$374,583,879",48,"183,622","When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage."
Once Upon a Time... in Hollywood,2019,"Comedy,Drama",7.6,161,$142.50M,"$374,565,754",83,"723,753",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
What Women Want,2000,"Comedy,Fantasy,Romance",6.4,127,$182.81M,"$374,111,707",47,"208,508","A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking."
The Adventures of Tintin,2011,"Animation,Action,Adventure",7.3,107,$77.59M,"$373,993,951",68,"231,379",Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.
Batman Begins,2005,"Action,Crime,Drama",8.2,140,$206.85M,"$373,672,993",70,"1,457,594","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
Penguins of Madagascar,2014,"Animation,Adventure,Comedy",6.6,92,$83.35M,"$373,515,621",53,"91,354","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it."
X-Men Origins: Wolverine,2009,"Action,Sci-Fi",6.5,107,$179.88M,"$373,062,864",40,"504,234","The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine."
The Golden Compass,2007,"Adventure,Family,Fantasy",6.1,113,$70.11M,"$372,234,864",51,"188,673","In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization."
Fifty Shades Freed,2018,"Drama,Romance,Thriller",4.5,105,$100.41M,"$371,985,018",31,"66,298","Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship."
Hitch,2005,"Comedy,Romance",6.6,118,$179.50M,"$371,594,210",58,"317,894",A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.
Terminator Salvation,2009,"Action,Adventure,Sci-Fi",6.5,115,$125.32M,"$371,353,001",49,"362,224","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?"
Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi",6.9,124,$176.65M,"$370,569,774",66,"839,422","Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization."
Edge of Tomorrow,2014,"Action,Adventure,Sci-Fi",7.9,113,$100.21M,"$370,541,256",71,"673,554","A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
There's Something About Mary,1998,"Comedy,Romance",7.1,119,$176.48M,"$369,884,651",69,"311,720","A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster."
Gone Girl,2014,"Drama,Mystery,Thriller",8.1,149,$167.77M,"$369,330,363",79,"974,122","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
The Fugitive,1993,"Action,Crime,Drama",7.8,130,$183.88M,"$368,875,760",87,"294,813","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
Jurassic Park III,2001,"Action,Adventure,Sci-Fi",5.9,92,$181.17M,"$368,780,809",42,"322,559","A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants."
My Big Fat Greek Wedding,2002,"Comedy,Drama,Romance",6.6,95,$241.44M,"$368,744,044",62,"132,928",A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
Xi hong shi shou fu,2018,Comedy,6.1,118,******,"$366,961,907",******,"2,199","A pathetic minor league Soccer Goalkeeper was given a task - to spend 1 Billion in thirty days, if successful he will get 30 Billion. However, he's not allowed to tell anyone about the task and he must not own any valuables by end of it."
Die Hard: With a Vengeance,1995,"Action,Adventure,Thriller",7.6,128,$100.01M,"$366,101,666",58,"387,025","John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
Shazam!,2019,"Action,Adventure,Comedy",7.0,132,$140.37M,"$366,080,049",71,"331,990",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.
The Nun,2018,"Horror,Mystery,Thriller",5.3,96,$117.45M,"$365,582,797",46,"140,749",A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.
Alvin and the Chipmunks,2007,"Animation,Adventure,Comedy",5.2,92,$217.33M,"$365,352,546",39,"86,222",Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.
Tenet,2020,"Action,Sci-Fi,Thriller",7.3,150,$58.46M,"$365,294,355",69,"494,126","Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time."
Notting Hill,1999,"Comedy,Drama,Romance",7.2,124,$116.09M,"$363,889,678",68,"310,305",The life of a simple bookshop owner changes when he meets the most famous film star in the world.
A Bug's Life,1998,"Animation,Adventure,Comedy",7.2,95,$162.80M,"$363,258,859",77,"292,638","A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
Night at the Museum: Secret of the Tomb,2014,"Adventure,Comedy,Family",6.2,98,$113.75M,"$363,204,635",47,"122,737","Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever."
Ocean's Twelve,2004,"Crime,Thriller",6.5,125,$125.54M,"$362,744,280",58,"389,868",Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven (2001).
Planet of the Apes,2001,"Action,Adventure,Sci-Fi",5.7,119,$180.01M,"$362,211,740",50,"220,348","In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
The Hangover Part III,2013,"Comedy,Crime",5.8,100,$112.20M,"$362,000,072",30,"314,965","When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run."
The World Is Not Enough,1999,"Action,Adventure,Thriller",6.4,128,$126.94M,"$361,832,400",57,"201,317","James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain."
Zhuo yao ji 2,2018,"Adventure,Comedy,Fantasy",5.4,110,$0.71M,"$361,682,618",63,"1,777",The story continues with Wuba after he parts way with his human parents Tian and Lan for his own journey. Peace has not been restored in the monster world after the death of the evil monster king.
Fast & Furious,2009,"Action,Crime,Thriller",6.5,107,$155.06M,"$360,366,870",46,"287,198","Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation."
Noah,2014,"Action,Adventure,Drama",5.8,138,$101.20M,"$359,200,044",68,"255,465",Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.
The Karate Kid,2010,"Action,Drama,Family",6.2,140,$176.59M,"$359,126,022",61,"183,996","Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master."
Home Alone 2: Lost in New York,1992,"Adventure,Comedy,Crime",6.8,120,$173.59M,"$358,994,850",46,"352,040","One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind."
Hotel Transylvania,2012,"Animation,Adventure,Comedy",7.0,91,$148.31M,"$358,375,603",47,"255,194","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
Minority Report,2002,"Action,Crime,Mystery",7.7,145,$132.07M,"$358,372,926",80,"549,888","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
Kimi no na wa.,2016,"Animation,Drama,Fantasy",8.4,106,$5.02M,"$358,180,115",79,"264,127","Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
Top Gun,1986,"Action,Drama",6.9,110,$179.80M,"$357,288,178",50,"430,656","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
The Legend of Tarzan,2016,"Action,Adventure,Drama",6.2,110,$126.64M,"$356,700,357",44,"177,341","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment."
American Beauty,1999,Drama,8.4,122,$130.10M,"$356,296,601",84,"1,148,186",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
Sen to Chihiro no kamikakushi,2001,"Animation,Adventure,Family",8.6,125,$10.06M,"$355,725,195",96,"753,968","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts."
Apollo 13,1995,"Adventure,Drama,History",7.7,140,$173.84M,"$355,237,933",77,"294,911",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
Rain Man,1988,Drama,8.0,133,$178.80M,"$354,825,435",65,"512,762","After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheritance."
